,c0-100_c0-100_color_reverse_col,c0-100_c0-100_color_reverse_gra,c0-100_c0-100_fft_freq_reverse_col,c0-100_c0-100_fft_freq_reverse_gra,c0-100_c0-100_color_col,c0-100_c0-100_color_gra,c0-100_c0-100_fft_freq_col,c0-100_c0-100_fft_freq_gra,g4-100_c0-100_color_reverse_col,g4-100_c0-100_color_reverse_gra,g4-100_c0-100_fft_freq_reverse_col,g4-100_c0-100_fft_freq_reverse_gra,g4-100_c0-100_color_col,g4-100_c0-100_color_gra,g4-100_c0-100_fft_freq_col,g4-100_c0-100_fft_freq_gra
0,0.5308399796485901,0.3416999876499176,0.5308399796485901,0.3416999876499176,0.5308399796485901,0.3416999876499176,0.5308399796485901,0.3416999876499176,0.4789400100708008,0.39485999941825867,0.4789400100708008,0.39485999941825867,0.4789400100708008,0.39485999941825867,0.4789400100708008,0.39485999941825867
1,0.524399995803833,0.3419399857521057,0.4823000133037567,0.28797999024391174,0.43474000692367554,0.22511999309062958,0.5194399952888489,0.3395000100135803,0.4661400020122528,0.39465999603271484,0.4353399872779846,0.3553600013256073,0.29875999689102173,0.23267999291419983,0.4465000033378601,0.35712000727653503
2,0.5227000117301941,0.34290000796318054,0.4490399956703186,0.24865999817848206,0.2955000102519989,0.12330000102519989,0.4076400101184845,0.2140199989080429,0.4361400008201599,0.38901999592781067,0.39052000641822815,0.3045400083065033,0.23639999330043793,0.18649999797344208,0.43202000856399536,0.3564999997615814
3,0.5113199949264526,0.34049999713897705,0.3484799861907959,0.158720001578331,0.29607999324798584,0.12033999711275101,0.3849399983882904,0.2128400057554245,0.43483999371528625,0.3897800147533417,0.38218000531196594,0.2974199950695038,0.2596200108528137,0.2093999981880188,0.3549399971961975,0.27983999252319336
4,0.4869999885559082,0.32284000515937805,0.2902199923992157,0.1216999962925911,0.21950000524520874,0.08110000193119049,0.2710599899291992,0.14226000010967255,0.43167999386787415,0.3857400119304657,0.3555600047111511,0.2752799987792969,0.24074000120162964,0.1919800043106079,0.245059996843338,0.1882999986410141
5,0.4672200083732605,0.32297998666763306,0.2530199885368347,0.09414000064134598,0.19686000049114227,0.07124000042676926,0.2542400062084198,0.14188000559806824,0.41363999247550964,0.37463998794555664,0.3484799861907959,0.2767600119113922,0.05226000025868416,0.04585999995470047,0.13106000423431396,0.09446000307798386
6,0.4441399872303009,0.31755998730659485,0.25200000405311584,0.09467999637126923,0.16675999760627747,0.05601999908685684,0.18479999899864197,0.1064400002360344,0.3865799903869629,0.36386001110076904,0.31474000215530396,0.24442000687122345,0.04583999887108803,0.0414000004529953,0.1459600031375885,0.10815999656915665
7,0.4343799948692322,0.31119999289512634,0.16996000707149506,0.05460000038146973,0.1409599930047989,0.045979999005794525,0.0839800015091896,0.044860001653432846,0.3889800012111664,0.365339994430542,0.2881599962711334,0.22458000481128693,0.029079999774694443,0.024739999324083328,0.066600002348423,0.04692000150680542
8,0.42201998829841614,0.30904000997543335,0.15399999916553497,0.047680001705884933,0.048820000141859055,0.0200399998575449,0.06880000233650208,0.03700000047683716,0.38778001070022583,0.36513999104499817,0.2896000146865845,0.22672000527381897,0.015039999969303608,0.013539999723434448,0.043719999492168427,0.032340001314878464
9,0.3902600109577179,0.2885200083255768,0.12108000367879868,0.035760000348091125,0.04772000014781952,0.01892000064253807,0.06449999660253525,0.03531999886035919,0.35128000378608704,0.3307200074195862,0.2377600073814392,0.18690000474452972,0.01278000045567751,0.011339999735355377,0.033160001039505005,0.023259999230504036
10,0.35673999786376953,0.2874799966812134,0.10561999678611755,0.03350000083446503,0.0386199988424778,0.014619999565184116,0.04410000145435333,0.02418000064790249,0.3552600145339966,0.3344799876213074,0.20132000744342804,0.159620001912117,0.00872000027447939,0.00788000039756298,0.019819999113678932,0.014279999770224094
11,0.319379985332489,0.285180002450943,0.07823999971151352,0.02961999922990799,0.019300000742077827,0.008700000122189522,0.04213999956846237,0.024140000343322754,0.3400599956512451,0.3219200074672699,0.16944000124931335,0.1297599971294403,0.010660000145435333,0.009320000186562538,0.019840000197291374,0.014159999787807465
12,0.3296000063419342,0.2788600027561188,0.07586000114679337,0.027799999341368675,0.0177800003439188,0.00851999968290329,0.028359999880194664,0.01624000072479248,0.29513999819755554,0.2801400125026703,0.12195999920368195,0.09143999963998795,0.009080000221729279,0.007739999797195196,0.014700000174343586,0.010259999893605709
13,0.27480000257492065,0.2759999930858612,0.06526000052690506,0.023760000243782997,0.010080000385642052,0.005619999952614307,0.026559999212622643,0.015320000238716602,0.27300000190734863,0.2662400007247925,0.11723999679088593,0.08922000229358673,0.008179999887943268,0.0064199999906122684,0.011719999834895134,0.008700000122189522
14,0.2691799998283386,0.2705399990081787,0.07225999981164932,0.02566000074148178,0.006279999855905771,0.0034000000450760126,0.023560000583529472,0.01501999981701374,0.2196200042963028,0.21549999713897705,0.10242000222206116,0.07816000282764435,0.004900000058114529,0.00406000018119812,0.010499999858438969,0.007459999993443489
15,0.24860000610351562,0.25005999207496643,0.0701799988746643,0.025539999827742577,0.006200000178068876,0.0033400000538676977,0.018880000337958336,0.012919999659061432,0.1919800043106079,0.1871200054883957,0.10006000101566315,0.07732000201940536,0.004939999897032976,0.003599999938160181,0.009119999594986439,0.006599999964237213
