,c0-100_c0-100_color_reverse_col,c0-100_c0-100_color_reverse_gra,c0-100_c0-100_fft_freq_reverse_col,c0-100_c0-100_fft_freq_reverse_gra,c0-100_c0-100_color_col,c0-100_c0-100_color_gra,c0-100_c0-100_fft_freq_col,c0-100_c0-100_fft_freq_gra,g4-100_c0-100_color_reverse_col,g4-100_c0-100_color_reverse_gra,g4-100_c0-100_fft_freq_reverse_col,g4-100_c0-100_fft_freq_reverse_gra,g4-100_c0-100_color_col,g4-100_c0-100_color_gra,g4-100_c0-100_fft_freq_col,g4-100_c0-100_fft_freq_gra
0,0.5294399857521057,0.3361400067806244,0.5294399857521057,0.3361400067806244,0.5294399857521057,0.3361400067806244,0.5294399857521057,0.3361400067806244,0.47826001048088074,0.3938399851322174,0.47826001048088074,0.3938399851322174,0.47826001048088074,0.3938399851322174,0.47826001048088074,0.3938399851322174
1,0.528219997882843,0.33643999695777893,0.4607599973678589,0.27107998728752136,0.48069998621940613,0.26556000113487244,0.502020001411438,0.33601999282836914,0.4534800052642822,0.39305999875068665,0.3761399984359741,0.29043999314308167,0.3761399984359741,0.29043999314308167,0.4335800111293793,0.325300008058548
2,0.4999200105667114,0.33597999811172485,0.37779998779296875,0.20455999672412872,0.39274001121520996,0.19818000495433807,0.47049999237060547,0.3345400094985962,0.44982001185417175,0.39131999015808105,0.37147998809814453,0.2855600118637085,0.24833999574184418,0.18012000620365143,0.4027799963951111,0.3249399960041046
3,0.4950200021266937,0.3308599889278412,0.3359600007534027,0.16269999742507935,0.3275200128555298,0.15172000229358673,0.4157800078392029,0.2820200026035309,0.409060001373291,0.3772200047969818,0.3720000088214874,0.2837199866771698,0.10773999989032745,0.07937999814748764,0.3352999985218048,0.2565999925136566
4,0.4606199860572815,0.30643999576568604,0.3194200098514557,0.14762000739574432,0.2848399877548218,0.12561999261379242,0.26802000403404236,0.1622599959373474,0.38835999369621277,0.3613399863243103,0.3164600133895874,0.23566000163555145,0.09854000061750412,0.0733800008893013,0.17178000509738922,0.125
5,0.4540199935436249,0.3075000047683716,0.230880007147789,0.0948600023984909,0.1676200032234192,0.06210000067949295,0.2607400119304657,0.16687999665737152,0.3840000033378601,0.358240008354187,0.30790001153945923,0.2348400056362152,0.05663999915122986,0.04402000084519386,0.11166000366210938,0.08154000341892242
6,0.4275999963283539,0.3061800003051758,0.19006000459194183,0.07575999945402145,0.1668200045824051,0.06227999925613403,0.20824000239372253,0.12386000156402588,0.3808799982070923,0.35947999358177185,0.3005400002002716,0.2278199940919876,0.049300000071525574,0.03830000013113022,0.09498000144958496,0.06791999936103821
7,0.3550800085067749,0.27390000224113464,0.18748000264167786,0.07655999809503555,0.13989999890327454,0.05372000113129616,0.10797999799251556,0.05235999822616577,0.38308000564575195,0.36090001463890076,0.30469998717308044,0.22709999978542328,0.03700000047683716,0.02717999927699566,0.06391999870538712,0.045979999005794525
8,0.3192000091075897,0.2724800109863281,0.1732800006866455,0.06926000118255615,0.13806000351905823,0.05090000107884407,0.05164000019431114,0.02459999918937683,0.37035998702049255,0.35558000206947327,0.29965999722480774,0.22755999863147736,0.04360000044107437,0.030899999663233757,0.03491999953985214,0.02401999942958355
9,0.30164000391960144,0.27250000834465027,0.16047999262809753,0.06204000115394592,0.08823999762535095,0.02978000044822693,0.041999999433755875,0.024539999663829803,0.36890000104904175,0.356220006942749,0.23228000104427338,0.1706400066614151,0.02102000080049038,0.01621999964118004,0.022859999909996986,0.016899999231100082
